transaction_id,posted_at,statement_number,source_drive_id,account_ending,description,supplier_normalised,debit_amount,credit_amount,running_balance,movement_class,receipt_search_status
38b1e930011d7cb846fbf730,2024-08-26,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 CHRISTINA ANGELOPOUL GARGALIANOI 6.00 EUR INC O/S FEE $0.29 EFFECTIVE DATE 24 AUG 2024,CHRISTINA ANGELOPOUL GARGALIANOI 6.00 EUR INC O/S FEE $0.29,10.27,0.00,4221.55,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
fe8168d4f70c7c1f0af1169e,2024-08-26,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 KAPETANAKIS GARGALIANOI 14.90 EUR INC O/S FEE $0.74 EFFECTIVE DATE 23 AUG 2024,KAPETANAKIS GARGALIANOI 14.90 EUR INC O/S FEE $0.74,25.50,0.00,4196.05,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
a99ccfae89eed334f1799fa5,2024-08-26,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 DIMOPOULOU ELENI GARGALIANOI 28.30 EUR INC O/S FEE $1.41 EFFECTIVE DATE 23 AUG 2024,DIMOPOULOU ELENI GARGALIANOI 28.30 EUR INC O/S FEE $1.41,48.44,0.00,4147.61,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
4bf2dd1141effcd362ba386c,2024-08-26,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 AB_FOOD_GARGALIANOI_ GARGALIANOI 34.80 EUR INC O/S FEE $1.73 EFFECTIVE DATE 23 AUG 2024,AB_FOOD_GARGALIANOI_ GARGALIANOI 34.80 EUR INC O/S FEE $1.73,59.50,0.00,4088.11,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
f56e83b4b8bb3f73289e98d6,2024-08-27,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 MPOULOULIS GARG GARGALIANOI 3.50 EUR INC O/S FEE $0.17 EFFECTIVE DATE 25 AUG 2024,MPOULOULIS GARG GARGALIANOI 3.50 EUR INC O/S FEE $0.17,5.98,0.00,4082.13,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
b859f6af0cdebb1495378399,2024-08-27,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 ANDRONIS LIKOURGOS GARGALIANOI 7.00 EUR INC O/S FEE $0.34 EFFECTIVE DATE 25 AUG 2024,ANDRONIS LIKOURGOS GARGALIANOI 7.00 EUR INC O/S FEE $0.34,11.97,0.00,4070.16,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
183f3072f630b65746efcbd5,2024-08-27,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 KOUNTOURIOTIKO ATHINA 15.40 EUR INC O/S FEE $0.76 EFFECTIVE DATE 26 AUG 2024,KOUNTOURIOTIKO ATHINA 15.40 EUR INC O/S FEE $0.76,26.33,0.00,4043.83,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
c7ea93def26ada7313d09f96,2024-08-27,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 ELENI I VAROUTSOU K SIA E MARATHOPOL EFFECTIVE DATE 23 AUG 2024,ELENI I VAROUTSOU K SIA E MARATHOPOL,27.38,0.00,4016.45,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
c771c8d4799d85c852f69f42,2024-08-28,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 UBER *TRIP HELP.UBER.COM 10.70 EUR INC O/S FEE $0.53 EFFECTIVE DATE 26 AUG 2024,UBER *TRIP HELP.UBER.COM 10.70 EUR INC O/S FEE $0.53,18.29,0.00,3998.16,EXTERNAL_EXPENDITURE,CANDIDATE_EMAIL_FOUND
96a8a3f9b870cb58bb754158,2024-08-28,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 COLES EXPRESS 1607 CREMORNE EFFECTIVE DATE 26 AUG 2024,COLES EXPRESS 1607 CREMORNE,63.51,0.00,3934.65,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
e73b19296e4dda781e29c50e,2024-08-29,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,ANZ M-BANKING FUNDS TFER TRANSFER [REDACTED_ACCOUNT] FROM [REDACTED_ACCOUNT],TRANSFER [REDACTED_ACCOUNT] FROM [REDACTED_ACCOUNT],0.00,5000.00,8934.65,TRANSFER_REVIEW,NOT_SEARCHED_OR_NOT_FOUND
b153d62119d25b97bfe34326,2024-08-29,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 UBER *TRIP HELP.UBER.COM AMSTERDAM 5.75 EUR INC O/S FEE $0.28 EFFECTIVE DATE 27 AUG 2024,UBER *TRIP HELP.UBER.COM AMSTERDAM 5.75 EUR INC O/S FEE $0.28,9.81,0.00,8915.44,EXTERNAL_EXPENDITURE,CANDIDATE_EMAIL_FOUND
dad342da67c12651e2c29854,2024-08-29,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 MCDONALDS TAREN POINT TAREN POINT EFFECTIVE DATE 26 AUG 2024,MCDONALDS TAREN POINT TAREN POINT,11.50,0.00,8903.94,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
ef03d3132b46511c800f1911,2024-08-29,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 HRA MONOPROSOPI I K E ATHINA 19.43 EUR INC O/S FEE $0.96 EFFECTIVE DATE 27 AUG 2024,HRA MONOPROSOPI I K E ATHINA 19.43 EUR INC O/S FEE $0.96,33.22,0.00,8870.72,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
d2cb54c3a0869d5480bc06ab,2024-08-29,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 OPENAI *CHATGPT SUBSCR HTTPSOPENAI.C 22.00 USD INC O/S FEE $0.97 EFFECTIVE DATE 28 AUG 2024,OPENAI *CHATGPT SUBSCR HTTPSOPENAI.C 22.00 USD INC O/S FEE $0.97,33.53,0.00,8837.19,EXTERNAL_EXPENDITURE,CANDIDATE_EMAIL_FOUND
cf7b97fc91d876dd60507c2a,2024-08-29,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 UBER *TRIP HELP.UBER.COM AMSTERDAM 48.00 EUR INC O/S FEE $2.38 EFFECTIVE DATE 28 AUG 2024,UBER *TRIP HELP.UBER.COM AMSTERDAM 48.00 EUR INC O/S FEE $2.38,81.85,0.00,8755.34,EXTERNAL_EXPENDITURE,CANDIDATE_EMAIL_FOUND
23408460ec7bdc825fb26fd9,2024-08-29,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,ANZ MOBILE BANKING PAYMENT [REDACTED_ACCOUNT] TO ULTRVOLT ELECTRICAL,ANZ MOBILE BANKING PAYMENT [REDACTED_ACCOUNT] TO ULTRVOLT ELECTRICAL,1060.00,0.00,7695.34,TRANSFER_REVIEW,NOT_SEARCHED_OR_NOT_FOUND
0be4b477f583556830d2ed88,2024-08-29,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,ANZ MOBILE BANKING PAYMENT [REDACTED_ACCOUNT] TO ACT VETERANS RUGBY CLUB,ANZ MOBILE BANKING PAYMENT [REDACTED_ACCOUNT] TO ACT VETERANS RUGBY CLUB,5000.00,0.00,2695.34,TRANSFER_REVIEW,NOT_SEARCHED_OR_NOT_FOUND
8d6b17d97bce65a88f2b8bcd,2024-08-30,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 GRAB AND GO DAA KTIRIO 1.50 EUR INC O/S FEE $0.07 EFFECTIVE DATE 27 AUG 2024,GRAB AND GO DAA KTIRIO 1.50 EUR INC O/S FEE $0.07,2.55,0.00,2692.79,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
c5e06d66507c7fa1665842ee,2024-08-30,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,"VISA DEBIT PURCHASE CARD 2794 MINIBUD BUDAPEST 15,990.00 HUF INC O/S FEE $2.02 EFFECTIVE DATE 28 AUG 2024","MINIBUD BUDAPEST 15,990.00 HUF INC O/S FEE $2.02",69.40,0.00,2623.39,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
5aa6717ccd765d2d4acbe6a3,2024-09-02,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 7-ELEVEN 2237 KIRRAWEE EFFECTIVE DATE 31 AUG 2024,7-ELEVEN 2237 KIRRAWEE,11.15,0.00,2612.35,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
304739a4713f11c6c6e5e39e,2024-09-02,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,"VISA DEBIT PURCHASE CARD 2794 HALAI AJANDEK KFT. BUDAPEST 12,200.00 HUF INC O/S FEE $1.54 EFFECTIVE DATE 29 AUG 2024","HALAI AJANDEK KFT. BUDAPEST 12,200.00 HUF INC O/S FEE $1.54",52.96,0.00,2559.39,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
b37e9e254aca1c0c1bfa7748,2024-09-02,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 COLES EXPRESS 1536 BRIGHTON-LE-S EFFECTIVE DATE 29 AUG 2024,COLES EXPRESS 1536 BRIGHTON-LE-S,54.91,0.00,2504.48,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
618f4cb21351c7836a240eb2,2024-09-02,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 HEINEMANN DUTY FREE MASCOT EFFECTIVE DATE 31 AUG 2024,HEINEMANN DUTY FREE MASCOT,95.75,0.00,2408.73,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
33518addfba868fe8f35452f,2024-09-02,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 INTERCONTINENTAL BUDAPEST BUDAPEST EFFECTIVE DATE 29 AUG 2024,INTERCONTINENTAL BUDAPEST BUDAPEST,970.12,0.00,1438.61,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
cba3df8483e6507af831d0c3,2024-09-03,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 FRESHBOOKS 866-303-6061 EFFECTIVE DATE 01 SEP 2024,FRESHBOOKS 866-303-6061,50.00,0.00,1351.67,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
c840f57054b3db03c41e7fd8,2024-09-03,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 7-ELEVEN 2228 GYMEA EFFECTIVE DATE 01 SEP 2024,7-ELEVEN 2228 GYMEA,60.02,0.00,1291.65,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
911c7ebec39c288542ef08b3,2024-09-04,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 GM TAXIPAY MASCOT EFFECTIVE DATE 31 AUG 2024,GM TAXIPAY MASCOT,92.40,0.00,1199.25,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
313ee639e9f6a603eb892e09,2024-09-05,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,EFTPOS PAYPAL *YOURTOWN SYDNEY AU,PAYPAL *YOURTOWN SYDNEY AU,30.00,0.00,1169.25,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
527e6f59d1b6e8ce9a6d0384,2024-09-05,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 RODNEYS PHARMACY PTY L GYMEA EFFECTIVE DATE 02 SEP 2024,RODNEYS PHARMACY PTY L GYMEA,46.59,0.00,1122.66,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
fbc883574198fe653c0a3f07,2024-09-05,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 KIRRANA PTY LTD KIRRAWEE EFFECTIVE DATE 03 SEP 2024,KIRRANA PTY LTD KIRRAWEE,58.00,0.00,1064.66,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
5f1b114bfcb219ca829be8dd,2024-09-06,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 SERVICE NSW SYDNEY EFFECTIVE DATE 04 SEP 2024,SERVICE NSW SYDNEY,930.07,0.00,134.59,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
5f6943446752e65350f3f17f,2024-09-09,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,ANZ M-BANKING FUNDS TFER TRANSFER [REDACTED_ACCOUNT] FROM [REDACTED_ACCOUNT],TRANSFER [REDACTED_ACCOUNT] FROM [REDACTED_ACCOUNT],0.00,400.00,534.59,TRANSFER_REVIEW,NOT_SEARCHED_OR_NOT_FOUND
ea96aac1661fc6283640cdf3,2024-09-09,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 WOOLWORTHS/CNR PRESIDENT CARINGBAH EFFECTIVE DATE 06 SEP 2024,WOOLWORTHS/CNR PRESIDENT CARINGBAH,41.50,0.00,493.09,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
844b03dfd7bc42a68829a281,2024-09-09,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 COLES EXPRESS 1536 BRIGHTON-LE-S EFFECTIVE DATE 05 SEP 2024,COLES EXPRESS 1536 BRIGHTON-LE-S,50.05,0.00,443.04,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
8c225d66eb72f524c321e8af,2024-09-10,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 COLES 0829 NEUTRAL BAY EFFECTIVE DATE 08 SEP 2024,COLES 0829 NEUTRAL BAY,84.24,0.00,358.80,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
99870c91c506b12a63936ed4,2024-09-11,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 SUSHI HUB NEUTRAL BA NEUTRAL BAY EFFECTIVE DATE 08 SEP 2024,SUSHI HUB NEUTRAL BA NEUTRAL BAY,10.60,0.00,348.20,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
a1fe5d740f43713c0c2b7ab1,2024-09-11,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 BIG BEAR SHOPPING CENTRE NEUTRAL BAY EFFECTIVE DATE 08 SEP 2024,BIG BEAR SHOPPING CENTRE NEUTRAL BAY,18.36,0.00,329.84,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
28efbdcc20f605d8068c8522,2024-09-11,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 COLES EXPRESS 1536 BRIGHTON-LE-S EFFECTIVE DATE 09 SEP 2024,COLES EXPRESS 1536 BRIGHTON-LE-S,54.04,0.00,275.80,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
83e891eade20b08906383492,2024-09-11,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 SMP*KENS KISSA NEUTRAL BAY EFFECTIVE DATE 08 SEP 2024,SMP*KENS KISSA NEUTRAL BAY,68.11,0.00,207.69,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
865ac1020c4f859292dcc78a,2024-09-12,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,ANZ M-BANKING FUNDS TFER TRANSFER [REDACTED_ACCOUNT] FROM [REDACTED_ACCOUNT],TRANSFER [REDACTED_ACCOUNT] FROM [REDACTED_ACCOUNT],0.00,2500.00,2331.04,TRANSFER_REVIEW,NOT_SEARCHED_OR_NOT_FOUND
eecda3e22451b112b500897d,2024-09-12,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 GREEN BEAN ON MOORE CANBERRA EFFECTIVE DATE 10 SEP 2024,GREEN BEAN ON MOORE CANBERRA,9.50,0.00,2312.64,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
a973cf1850cda5ae0180ef14,2024-09-12,18,1r9X-vWMVnRQk9AcG1BjuHJXC0Ewm_HYo,8406,VISA DEBIT PURCHASE CARD 2794 COLES EXPRESS 1739 WATTLE GROVE EFFECTIVE DATE 10 SEP 2024,COLES EXPRESS 1739 WATTLE GROVE,63.73,0.00,2248.91,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
7766ba5f6cb4090a2986fab5,2024-11-14,21,1qNFG-SeqHquwoSFm-e2TYPkUfkZT6Q7w,8406,VISA DEBIT PURCHASE CARD 2794 COLES EXPRESS 1739 WATTLE GROVE EFFECTIVE DATE 12 NOV 2024,COLES EXPRESS 1739 WATTLE GROVE,9.00,0.00,7428.26,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
639fa9f68347f735e636c486,2024-11-14,21,1qNFG-SeqHquwoSFm-e2TYPkUfkZT6Q7w,8406,EFTPOS PAYPAL *YOURTOWN SYDNEY AU,PAYPAL *YOURTOWN SYDNEY AU,30.00,0.00,7398.26,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
e7eea84953f1795d827f8c52,2024-11-14,21,1qNFG-SeqHquwoSFm-e2TYPkUfkZT6Q7w,8406,VISA DEBIT PURCHASE CARD 2794 COLES 4787 CANBERRA EFFECTIVE DATE 12 NOV 2024,COLES 4787 CANBERRA,33.06,0.00,7365.20,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
7668e0b1b15484038b416366,2024-11-14,21,1qNFG-SeqHquwoSFm-e2TYPkUfkZT6Q7w,8406,VISA DEBIT PURCHASE CARD 2794 COLES EXPRESS 1607 CREMORNE EFFECTIVE DATE 12 NOV 2024,COLES EXPRESS 1607 CREMORNE,57.31,0.00,7307.89,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
07926f451d8fa5a71bd9bc1a,2024-11-15,21,1qNFG-SeqHquwoSFm-e2TYPkUfkZT6Q7w,8406,VISA DEBIT PURCHASE CARD 2794 DEVELINS CITY CHEMIS CANBERRA CITY EFFECTIVE DATE 12 NOV 2024,DEVELINS CITY CHEMIS CANBERRA CITY,29.45,0.00,7278.44,EXTERNAL_EXPENDITURE,NOT_SEARCHED_OR_NOT_FOUND
